ZONA,TIPO_DELITO,FECHA_INICIO,AÑO,MES,SEMANA,TOTAL_DELITOS_REAL,TOTAL_DELITOS_PREDICHO,ERROR_ABSOLUTO,ERROR_PORCENTUAL,TIPO_MODELO
Guanentá,HURTO,2023-02-27,2023,2,9,2,1.98,0.02,0.96,POR_TIPO
Guanentá,DELITO_SEXUAL,2023-02-27,2023,2,9,3,3.08,0.08,2.6,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-02-27,2023,2,9,3,2.98,0.02,0.56,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-02-27,2023,2,9,8,7.57,0.43,5.37,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-02-27,2023,2,9,2,2.01,0.01,0.33,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-02-27,2023,2,9,47,49.05,2.05,4.36,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-02-27,2023,2,9,11,9.36,1.64,14.95,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-03-06,2023,3,10,30,31.78,1.78,5.95,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-03-06,2023,3,10,11,11.16,0.16,1.44,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-03-06,2023,3,10,3,3.16,0.16,5.38,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-03-06,2023,3,10,2,2.02,0.02,1.13,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-03-06,2023,3,10,1,1.02,0.02,1.73,INDIVIDUAL
Comunera,HURTO,2023-03-06,2023,3,10,1,1.0,0.0,0.13,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-03-06,2023,3,10,6,6.71,0.71,11.78,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-03-06,2023,3,10,1,1.02,0.02,2.26,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-03-06,2023,3,10,5,4.78,0.22,4.39,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-03-06,2023,3,10,16,15.03,0.97,6.05,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-03-06,2023,3,10,3,3.25,0.25,8.39,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-03-13,2023,3,11,21,20.76,0.24,1.16,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-03-13,2023,3,11,1,1.11,0.11,10.6,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-03-13,2023,3,11,1,1.02,0.02,2.41,INDIVIDUAL
Comunera,HURTO,2023-03-13,2023,3,11,1,1.0,0.0,0.16,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-03-13,2023,3,11,1,1.67,0.67,66.61,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-03-13,2023,3,11,4,3.88,0.12,3.03,INDIVIDUAL
Guanentá,HURTO,2023-03-13,2023,3,11,1,1.01,0.01,0.5,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-03-13,2023,3,11,43,43.99,0.99,2.31,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-03-13,2023,3,11,8,8.01,0.01,0.15,INDIVIDUAL
Vélez,HURTO,2023-03-13,2023,3,11,1,1.18,0.18,17.77,INDIVIDUAL
Yariguíes,HURTO,2023-03-13,2023,3,11,2,1.99,0.01,0.7,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-03-13,2023,3,11,10,10.07,0.07,0.7,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-03-13,2023,3,11,12,11.98,0.02,0.17,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2023-03-20,2023,3,12,1,1.01,0.01,1.2,POR_TIPO
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-03-20,2023,3,12,47,49.89,2.89,6.14,INDIVIDUAL
Vélez,HURTO,2023-03-20,2023,3,12,1,1.18,0.18,17.56,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-03-20,2023,3,12,37,34.97,2.03,5.49,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-03-20,2023,3,12,3,3.27,0.27,9.03,INDIVIDUAL
Guanentá,HURTO,2023-03-20,2023,3,12,1,1.0,0.0,0.45,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-03-20,2023,3,12,3,3.23,0.23,7.55,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-03-20,2023,3,12,7,7.54,0.54,7.73,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-03-20,2023,3,12,1,1.01,0.01,1.04,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-03-20,2023,3,12,1,1.33,0.33,33.43,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-03-20,2023,3,12,9,8.66,0.34,3.83,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-03-20,2023,3,12,4,4.2,0.2,4.92,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-03-20,2023,3,12,1,1.01,0.01,0.73,INDIVIDUAL
Yariguíes,HURTO,2023-03-20,2023,3,12,1,0.97,0.03,2.79,INDIVIDUAL
Comunera,HURTO,2023-03-20,2023,3,12,1,1.0,0.0,0.14,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-03-20,2023,3,12,2,1.89,0.11,5.46,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-03-27,2023,3,13,1,1.33,0.33,33.02,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-03-27,2023,3,13,52,51.62,0.38,0.74,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-03-27,2023,3,13,3,2.99,0.01,0.18,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-03-27,2023,3,13,1,0.99,0.01,0.55,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-03-27,2023,3,13,1,1.04,0.04,4.47,INDIVIDUAL
Metropolitana,HURTO,2023-03-27,2023,3,13,1,1.0,0.0,0.14,POR_TIPO
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-03-27,2023,3,13,30,29.11,0.89,2.97,INDIVIDUAL
Yariguíes,HURTO,2023-03-27,2023,3,13,1,0.97,0.03,2.67,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-03-27,2023,3,13,3,3.28,0.28,9.41,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-03-27,2023,3,13,3,3.17,0.17,5.56,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-03-27,2023,3,13,8,8.35,0.35,4.38,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-03-27,2023,3,13,2,1.92,0.08,3.93,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-03-27,2023,3,13,1,1.1,0.1,9.99,INDIVIDUAL
Vélez,HURTO,2023-04-03,2023,4,14,1,0.97,0.03,3.43,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-04-03,2023,4,14,2,2.18,0.18,9.18,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-04-03,2023,4,14,36,39.24,3.24,8.99,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-04-03,2023,4,14,3,2.86,0.14,4.59,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-04-03,2023,4,14,8,7.87,0.13,1.65,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-04-03,2023,4,14,3,3.12,0.12,3.87,INDIVIDUAL
Guanentá,HURTO,2023-04-03,2023,4,14,1,1.0,0.0,0.48,POR_TIPO
Soto Norte,DELITO_SEXUAL,2023-04-03,2023,4,14,1,1.01,0.01,1.12,POR_TIPO
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-04-03,2023,4,14,1,0.89,0.11,11.11,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-04-03,2023,4,14,18,17.65,0.35,1.93,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-04-10,2023,4,15,1,0.98,0.02,2.18,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-04-10,2023,4,15,1,1.05,0.05,4.82,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-04-10,2023,4,15,1,1.4,0.4,39.54,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-04-10,2023,4,15,35,37.16,2.16,6.18,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-04-10,2023,4,15,1,1.01,0.01,0.89,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-04-10,2023,4,15,4,4.3,0.3,7.39,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-04-10,2023,4,15,9,8.8,0.2,2.24,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-04-10,2023,4,15,6,7.61,1.61,26.9,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-04-10,2023,4,15,5,5.26,0.26,5.19,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-04-10,2023,4,15,18,19.01,1.01,5.61,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-04-10,2023,4,15,6,6.06,0.06,0.98,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-04-17,2023,4,16,15,11.55,3.45,22.98,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-04-17,2023,4,16,1,1.05,0.05,4.57,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-04-17,2023,4,16,10,10.24,0.24,2.44,INDIVIDUAL
García-Rovira,HURTO,2023-04-17,2023,4,16,2,2.0,0.0,0.22,POR_TIPO
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-04-17,2023,4,16,5,5.0,0.0,0.02,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-04-17,2023,4,16,47,47.48,0.48,1.02,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-04-17,2023,4,16,1,0.99,0.01,0.61,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-04-17,2023,4,16,2,1.9,0.1,5.23,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-04-17,2023,4,16,6,5.82,0.18,3.08,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-04-17,2023,4,16,7,7.33,0.33,4.74,INDIVIDUAL
Comunera,HURTO,2023-04-17,2023,4,16,2,1.99,0.01,0.34,POR_TIPO
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-04-17,2023,4,16,1,0.85,0.15,14.96,INDIVIDUAL
Vélez,HURTO,2023-04-17,2023,4,16,1,0.97,0.03,3.48,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-04-24,2023,4,17,4,4.7,0.7,17.39,INDIVIDUAL
Comunera,HURTO,2023-04-24,2023,4,17,1,1.0,0.0,0.17,POR_TIPO
Metropolitana,DELITO_SEXUAL,2023-04-24,2023,4,17,10,10.63,0.63,6.29,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-04-24,2023,4,17,3,3.25,0.25,8.31,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-04-24,2023,4,17,44,43.07,0.93,2.12,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-04-24,2023,4,17,4,5.06,1.06,26.4,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-04-24,2023,4,17,9,10.68,1.68,18.72,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-04-24,2023,4,17,2,1.97,0.03,1.59,INDIVIDUAL
Soto Norte,DELITO_SEXUAL,2023-04-24,2023,4,17,1,1.01,0.01,1.12,POR_TIPO
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-04-24,2023,4,17,19,18.94,0.06,0.34,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-04-24,2023,4,17,8,7.85,0.15,1.94,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-05-01,2023,5,18,5,4.82,0.18,3.69,INDIVIDUAL
Guanentá,HURTO,2023-05-01,2023,5,18,2,1.98,0.02,1.07,POR_TIPO
Guanentá,DELITO_SEXUAL,2023-05-01,2023,5,18,1,1.04,0.04,3.94,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-05-01,2023,5,18,26,25.91,0.09,0.35,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-05-01,2023,5,18,2,2.1,0.1,4.95,INDIVIDUAL
Metropolitana,HURTO,2023-05-01,2023,5,18,2,2.0,0.0,0.25,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-05-01,2023,5,18,2,2.21,0.21,10.45,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-05-01,2023,5,18,1,0.97,0.03,2.86,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-05-01,2023,5,18,18,18.99,0.99,5.51,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-05-01,2023,5,18,7,8.13,1.13,16.17,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-05-01,2023,5,18,3,3.0,0.0,0.02,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-05-01,2023,5,18,6,8.19,2.19,36.49,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-05-01,2023,5,18,1,0.99,0.01,0.89,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-05-01,2023,5,18,64,58.22,5.78,9.02,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-05-08,2023,5,19,2,1.91,0.09,4.51,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-05-08,2023,5,19,13,14.31,1.31,10.11,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-05-08,2023,5,19,2,2.08,0.08,3.8,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-05-08,2023,5,19,38,35.11,2.89,7.61,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-05-08,2023,5,19,2,2.16,0.16,7.98,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-05-08,2023,5,19,2,2.04,0.04,1.91,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-05-08,2023,5,19,3,3.03,0.03,1.08,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-05-08,2023,5,19,1,1.05,0.05,4.7,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-05-08,2023,5,19,3,3.0,0.0,0.14,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-05-08,2023,5,19,43,46.71,3.71,8.62,INDIVIDUAL
Yariguíes,HURTO,2023-05-08,2023,5,19,1,1.02,0.02,2.01,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-05-08,2023,5,19,1,0.96,0.04,4.0,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-05-08,2023,5,19,3,3.33,0.33,10.91,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-05-15,2023,5,20,29,29.48,0.48,1.64,INDIVIDUAL
Comunera,HURTO,2023-05-15,2023,5,20,1,1.0,0.0,0.14,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-05-15,2023,5,20,1,1.05,0.05,4.89,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-05-15,2023,5,20,1,0.92,0.08,7.92,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-05-15,2023,5,20,3,2.94,0.06,2.14,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-05-15,2023,5,20,2,1.9,0.1,4.91,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-05-15,2023,5,20,1,1.14,0.14,13.77,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-05-15,2023,5,20,13,9.64,3.36,25.86,INDIVIDUAL
Yariguíes,HURTO,2023-05-15,2023,5,20,1,1.02,0.02,2.26,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-05-15,2023,5,20,16,16.15,0.15,0.91,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-05-15,2023,5,20,50,49.13,0.87,1.74,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-05-15,2023,5,20,6,6.95,0.95,15.76,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-05-15,2023,5,20,3,3.03,0.03,1.06,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-05-15,2023,5,20,1,1.08,0.08,7.51,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-05-22,2023,5,21,2,2.53,0.53,26.41,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-05-22,2023,5,21,1,1.0,0.0,0.49,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-05-22,2023,5,21,32,33.98,1.98,6.2,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-05-22,2023,5,21,1,1.33,0.33,33.09,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-05-22,2023,5,21,2,2.08,0.08,3.85,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-05-22,2023,5,21,1,1.0,0.0,0.38,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-05-22,2023,5,21,11,11.27,0.27,2.48,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-05-22,2023,5,21,33,34.7,1.7,5.15,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-05-22,2023,5,21,11,11.15,0.15,1.38,INDIVIDUAL
Metropolitana,HURTO,2023-05-22,2023,5,21,1,1.0,0.0,0.42,POR_TIPO
Comunera,DELITO_SEXUAL,2023-05-29,2023,5,22,1,0.98,0.02,1.62,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-05-29,2023,5,22,32,32.03,0.03,0.1,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-05-29,2023,5,22,64,60.57,3.43,5.36,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-05-29,2023,5,22,25,25.24,0.24,0.97,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-05-29,2023,5,22,2,2.16,0.16,7.86,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-05-29,2023,5,22,4,3.22,0.78,19.49,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-05-29,2023,5,22,2,2.34,0.34,16.98,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-05-29,2023,5,22,9,9.42,0.42,4.65,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-05-29,2023,5,22,2,1.97,0.03,1.69,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-05-29,2023,5,22,4,4.04,0.04,1.04,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-05-29,2023,5,22,3,3.48,0.48,16.02,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-06-05,2023,6,23,2,2.16,0.16,8.19,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-06-05,2023,6,23,1,0.98,0.02,1.87,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-06-05,2023,6,23,3,4.79,1.79,59.55,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-06-05,2023,6,23,1,1.07,0.07,6.88,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-06-05,2023,6,23,1,1.03,0.03,2.74,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-06-05,2023,6,23,3,3.25,0.25,8.25,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-06-05,2023,6,23,1,0.99,0.01,1.37,INDIVIDUAL
Yariguíes,HURTO,2023-06-05,2023,6,23,1,1.07,0.07,6.53,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-06-05,2023,6,23,19,19.73,0.73,3.82,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-06-05,2023,6,23,40,41.72,1.72,4.29,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-06-05,2023,6,23,4,4.57,0.57,14.19,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-06-05,2023,6,23,4,4.25,0.25,6.26,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-06-05,2023,6,23,17,17.38,0.38,2.24,INDIVIDUAL
Vélez,HURTO,2023-06-05,2023,6,23,1,0.98,0.02,2.38,INDIVIDUAL
García-Rovira,DELITO_SEXUAL,2023-06-12,2023,6,24,1,1.03,0.03,2.64,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-06-12,2023,6,24,3,2.82,0.18,5.96,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-06-12,2023,6,24,4,3.75,0.25,6.31,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-06-12,2023,6,24,7,6.9,0.1,1.39,INDIVIDUAL
Vélez,HURTO,2023-06-12,2023,6,24,1,0.97,0.03,2.83,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-06-12,2023,6,24,1,0.97,0.03,3.41,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-06-12,2023,6,24,48,48.47,0.47,0.98,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-06-12,2023,6,24,1,0.98,0.02,2.39,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-06-12,2023,6,24,2,2.05,0.05,2.74,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-06-12,2023,6,24,4,4.17,0.17,4.36,INDIVIDUAL
Yariguíes,HURTO,2023-06-12,2023,6,24,2,1.75,0.25,12.58,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-06-12,2023,6,24,16,16.05,0.05,0.31,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-06-12,2023,6,24,13,8.9,4.1,31.56,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-06-12,2023,6,24,34,36.96,2.96,8.7,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-06-19,2023,6,25,30,30.01,0.01,0.04,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-06-19,2023,6,25,2,1.9,0.1,5.08,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-06-19,2023,6,25,59,61.13,2.13,3.61,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-06-19,2023,6,25,6,6.9,0.9,15.07,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-06-19,2023,6,25,3,2.51,0.49,16.37,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-06-19,2023,6,25,5,6.23,1.23,24.6,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-06-19,2023,6,25,1,1.01,0.01,0.89,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-06-19,2023,6,25,1,1.15,0.15,15.37,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-06-19,2023,6,25,14,14.31,0.31,2.19,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-06-19,2023,6,25,2,2.21,0.21,10.34,INDIVIDUAL
Yariguíes,HURTO,2023-06-19,2023,6,25,1,0.99,0.01,0.97,INDIVIDUAL
Vélez,HURTO,2023-06-19,2023,6,25,1,0.97,0.03,2.84,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-06-26,2023,6,26,19,19.56,0.56,2.93,INDIVIDUAL
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-06-26,2023,6,26,4,4.17,0.17,4.16,INDIVIDUAL
Vélez,VIOLENCIA_INTRAFAMILIAR,2023-06-26,2023,6,26,4,4.23,0.23,5.75,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-06-26,2023,6,26,1,1.01,0.01,1.08,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-06-26,2023,6,26,39,41.63,2.63,6.75,INDIVIDUAL
Vélez,HURTO,2023-06-26,2023,6,26,1,0.98,0.02,1.85,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-06-26,2023,6,26,2,2.13,0.13,6.31,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-06-26,2023,6,26,6,6.13,0.13,2.21,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-06-26,2023,6,26,46,46.94,0.94,2.04,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-06-26,2023,6,26,1,1.03,0.03,3.22,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-06-26,2023,6,26,2,1.99,0.01,0.41,INDIVIDUAL
Comunera,VIOLENCIA_INTRAFAMILIAR,2023-06-26,2023,6,26,11,8.7,2.3,20.93,INDIVIDUAL
Metropolitana,HURTO,2023-06-26,2023,6,26,1,1.0,0.0,0.13,POR_TIPO
Yariguíes,HURTO,2023-06-26,2023,6,26,1,0.99,0.01,0.84,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-06-26,2023,6,26,2,2.3,0.3,14.99,INDIVIDUAL
Metropolitana,VIOLENCIA_INTRAFAMILIAR,2023-07-03,2023,7,27,43,44.15,1.15,2.68,INDIVIDUAL
Guanentá,VIOLENCIA_INTRAFAMILIAR,2023-07-03,2023,7,27,3,3.18,0.18,6.05,INDIVIDUAL
Yariguíes,VIOLENCIA_INTRAFAMILIAR,2023-07-03,2023,7,27,27,31.7,4.7,17.42,INDIVIDUAL
Vélez,DELITO_SEXUAL,2023-07-03,2023,7,27,2,1.98,0.02,0.88,INDIVIDUAL
Guanentá,DELITO_SEXUAL,2023-07-03,2023,7,27,1,0.99,0.01,0.83,INDIVIDUAL
Comunera,DELITO_SEXUAL,2023-07-03,2023,7,27,1,1.01,0.01,0.91,INDIVIDUAL
Yariguíes,DELITO_SEXUAL,2023-07-03,2023,7,27,6,6.1,0.1,1.74,INDIVIDUAL
Soto Norte,VIOLENCIA_INTRAFAMILIAR,2023-07-03,2023,7,27,1,0.97,0.03,2.52,INDIVIDUAL
Metropolitana,DELITO_SEXUAL,2023-07-03,2023,7,27,10,9.96,0.04,0.42,INDIVIDUAL
Metropolitana,HURTO,2023-07-03,2023,7,27,2,1.97,0.03,1.27,POR_TIPO
García-Rovira,VIOLENCIA_INTRAFAMILIAR,2023-07-03,2023,7,27,4,4.05,0.05,1.35,INDIVIDUAL
